,text
1170594,just in  hacking group  anonymous launches  full scale   cyberattacks on russian and belarus government websites in retaliation for  russia s invasion of  ukraine   oprussia  standwithukraine   standwithukraine   ukraina  ukrainewar  zelensky  kyiv  ukrainian  russian 
1172519,  the upcoming constitutional referendum scheduled in belarus on february   will allow  russia to deploy nuclear weapons on the territory of  belarus  according to 
1173309,for those who would like to listen   standwithukriane  kyiv 
1174098, belarus will vote tomorrow to allow  russia to deploy  nuclear weapons   ukraine  ukrainerussiawar  kiev  polska 
1175238,   anonymous hackers put the  ukrainian anthem on air for the  russian occupiers 
1179633, russian missiles hit a radioactive waste disposal site near  kyiv early sunday morning  according to the state nuclear regulatory inspectorate of  ukraine   state officials are currently unable to assess the extent of the damage  
1182254, captured russian trooper   whose arrest and interrogation was published by ukraine s security service and widely spread by the media  has turned out to be a ukrainian nationalist from the  ukrainian town of nikolaevo   russia   ukraine   russiaukraine   ukrainerussia 
1183435,   in  russian belgorod      contract servicemen rioted and refused to go to fight  ukraine  reports obozrevatel
1184446,france s  macron says  moscow has been given  green light  to deploy nuclear arms in belarus  following call with lukashenko 
1185008,foreign minister  kuleba demands the complete international isolation of  russia  the imposition of an oil embargo and the expulsion of  russian ambassadors  
1185323, putler is about to commit the same genocide that he was waring about  air communications channel   khz usb was recently activated which means there will be a massive air raid on  kyiv   looks like the real  de nazification  needs to happen in the kremlin   russiaukrainewar
1187573,  in the village of  zelenovka  near  kherson   russian soldiers shot a civilian journalist with automatic weapons and also hit an apartment building in  kharkiv   irina venediktova
1190313,    the building in new york was lit up with the colors of  ukraine as a sign of support  
1194980, ukraine  russian forces blow up gas pipeline in ukrainian city of kharkiv   the times of israel 
1195441,   if you re in  ukraine and reading this please turn geolocation off on your phone now  russia is using it to track gatherings  tell those around you to do the same 
1195657,russian state tv channels have been hacked and are broadcasting the reality of what is happening in  ukraine 
1197531, russia failed to take over kyiv in two or three days as planned  the heroic defence by ukrainians has harmed putin s image as an invincible leader   garry kasparov   said   ukrainerussiawar  ukraine  russia  re 
1197655,cnn just reporting on the tos  missile russia is using  sucks all the air out and super heats it  used on buildings  trenches and bunkers  it does not discriminate   putin is a war criminal  he used this in  chechnya     so 
1198365,protests in  moscow against the war in  ukraine are being swiftly ended by riot police   russia 
1198906,the return of history   ukraine  kyiv  putin  russia  zelensky 
1202068,we know what  putin s plan was     air dominance in first   hours    destroy  ukraine military comms in   hours     bypass major urban areas cut off eastern army encircle  kyiv  amp  get govt to flee within   hours    install puppet govt within   hours  he is still   for  
1202942,  a petition demanding the impeachment of  russian president vladimir  putin appeared on  change org    it gained already more than     signatures     
1204368, ukraine belarusian volunteers take part in the war on the side of the ukrainian army  they support ukrainians in their fight against russian invasion 
1207084,breaking  in russian belgorod    thousand contractors staged a riot and refused to go to fight ukraine   verified informations by oborevat   ukrainerussiaconflict  ukraine  russia 
1208569,yuriy filatov  ambassador of the putin regime in  ireland  complicit in the regime s war crimes and crimes against humanity in  ukraine  arrest him  prosecute him  
1211013,we know what  putin s plan was     air dominance in first   hours    destroy  ukraine military comms in   hours     bypass major urban areas cut off eastern army encircle  kyiv  amp  get govt to flee within   hours    install puppet govt within   hours  he is still   for  
1212147,ukrainian soldier to chechen soldiers who are helping russians   the best of you died fighting putin  the worst  who come to ukraine to fight us   we are going to play football with your heads    ukraine  russia  putin  nato  kyiv 
1212890,just in   russian state tv channels have been hacked by  anonymous to broadcast the truth about what happens in  ukraine     oprussia  opkremlin  fckputin  standwithukriane 
1215667,situation remains tense  at least no bad news for   am  no village or city has been captured by the russians    our team remains safe    we continue to update you  sometimes from the shelters  thank you everyone who supported us  donated and retweeted     ukraineunderattack
1218404,russian military helicopters coming under fire close to gostomel airport in kyiv   ukraine  kyiv  gostomel  russia  nato   
1219368,breaking news  new video shows footage of the ukrainian army holding a russian army captive  notice how they have a bed and sheets  ukrainians are not barbaric like the russians   ukraine  ukrainerussia  ukraineinvasion  russian  russia 
1219408,a footage of russian military helicopters patrolling over the bases of ukrainian national guard office   ukraine  russia   opensource 
